source_class,evaluation_year,origin_date,target_date,formation_n,q80,sqrt_forecast,sqrt_normalized_risk_score,sqrt_alarm,target_dr,realized_high_risk,target_return,actual_direction,alarm_semantic_category
EXTERNAL_RESEARCH_V2,2020,2020-12-22,2020-12-23,498,2.860861230028183e-05,4.732485268694921e-05,1.654216995575245,1,2.568521505648205e-05,0,0.004502504421271224,UP,RISK_MISS_UP_CLOSE
EXTERNAL_RESEARCH_V2,2020,2020-12-23,2020-12-24,498,2.860861230028183e-05,4.185973526222439e-05,1.4631864986269194,1,1.600984191977393e-05,0,0.002230904060196829,UP,RISK_MISS_UP_CLOSE
EXTERNAL_RESEARCH_V2,2020,2020-12-24,2020-12-28,498,2.860861230028183e-05,3.745818743908262e-05,1.3093325550332133,1,5.884247452479002e-05,1,-0.001201252182859858,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2020,2020-12-28,2020-12-29,498,2.860861230028183e-05,4.4395924815049815e-05,1.5518377595201451,1,3.146823401501781e-05,1,0.004349381265157937,UP,RISK_HIT_UP_CLOSE
EXTERNAL_RESEARCH_V2,2020,2020-12-29,2020-12-30,498,2.860861230028183e-05,3.542207566961875e-05,1.238161267586887,1,2.572735888643135e-05,0,0.0018166883018309063,UP,RISK_MISS_UP_CLOSE
EXTERNAL_RESEARCH_V2,2020,2020-12-30,2020-12-31,498,2.860861230028183e-05,3.2044799434484045e-05,1.120110234573257,1,1.899427558645332e-05,0,0.005003502321402869,UP,RISK_MISS_UP_CLOSE
EXTERNAL_RESEARCH_V2,2021,2020-12-31,2021-01-04,758,5.320470711228011e-05,2.61086144923018e-05,0.4907200116185905,0,5.645464247808412e-05,1,0.02155008184695904,UP,
EXTERNAL_RESEARCH_V2,2021,2021-01-04,2021-01-05,758,5.320470711228011e-05,4.223041073216178e-05,0.7937344837373352,0,5.519179816182988e-05,1,0.0025622250401349848,UP,
EXTERNAL_RESEARCH_V2,2021,2021-01-05,2021-01-06,758,5.320470711228011e-05,4.157618336370639e-05,0.7814380647931477,0,0.0001622880458811087,1,-0.013936513712992623,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-01-06,2021-01-07,758,5.320470711228011e-05,7.954231996376468e-05,1.4950241112295424,1,6.163674897281633e-05,1,-0.004393494776618557,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-01-07,2021-01-08,758,5.320470711228011e-05,5.825311865019086e-05,1.0948865581997638,1,0.00023310979178991,1,-0.03199984425372292,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-01-08,2021-01-11,758,5.320470711228011e-05,0.00012502872692427813,2.349956116860578,1,7.325593811777873e-05,1,0.0008305144382979118,UP,RISK_HIT_UP_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-01-11,2021-01-12,758,5.320470711228011e-05,8.328945641363756e-05,1.5654527754070398,1,6.674536036714625e-05,1,0.004810580568106646,UP,RISK_HIT_UP_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-01-12,2021-01-13,758,5.320470711228011e-05,8.231434749352901e-05,1.5471252819758525,1,6.344075968070182e-05,1,-0.010474336497186975,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-01-13,2021-01-14,758,5.320470711228011e-05,7.24976394506258e-05,1.3626170199119978,1,4.170415388382158e-05,0,0.007037872755694338,UP,RISK_MISS_UP_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-01-14,2021-01-15,758,5.320470711228011e-05,6.220303600277318e-05,1.1691265562556998,1,6.017902832749556e-05,1,-0.01362257433987884,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-01-15,2021-01-18,758,5.320470711228011e-05,5.671325276691561e-05,1.0659442715703946,1,2.531923640951687e-05,0,0.006261345372166889,UP,RISK_MISS_UP_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-01-18,2021-01-19,758,5.320470711228011e-05,3.9497466513406727e-05,0.7423678966985681,0,3.087993260299337e-05,0,0.005352059026614141,UP,
EXTERNAL_RESEARCH_V2,2021,2021-01-19,2021-01-20,758,5.320470711228011e-05,3.819468496434873e-05,0.7178816882450814,0,5.265599096433581e-05,0,0.011500657036477062,UP,
EXTERNAL_RESEARCH_V2,2021,2021-01-20,2021-01-21,758,5.320470711228011e-05,4.4338464919599883e-05,0.8333560567494634,0,4.198614358238873e-05,0,-0.0037391177961431186,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-01-21,2021-01-22,758,5.320470711228011e-05,4.111329268327456e-05,0.7727378819417513,0,4.102941662829684e-05,0,-0.0044159700742907974,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-01-22,2021-01-25,758,5.320470711228011e-05,3.887508483101388e-05,0.7306700279164055,0,4.451504642116609e-05,0,0.000355030322725885,UP,
EXTERNAL_RESEARCH_V2,2021,2021-01-25,2021-01-26,758,5.320470711228011e-05,4.212946637394813e-05,0.7918372012656806,0,2.349081462423096e-05,0,-0.00484552427479302,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-01-26,2021-01-27,758,5.320470711228011e-05,3.395177731492778e-05,0.6381348410259627,0,5.946631107774625e-05,1,-0.005571543977995056,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-01-27,2021-01-28,758,5.320470711228011e-05,4.636064789018994e-05,0.8713636519481845,0,5.799591874787764e-05,1,0.0030685968935296043,UP,
EXTERNAL_RESEARCH_V2,2021,2021-01-28,2021-01-29,758,5.320470711228011e-05,4.7548268286800165e-05,0.8936853685982534,0,8.302465157656508e-05,1,0.0025516594541695843,UP,
EXTERNAL_RESEARCH_V2,2021,2021-01-29,2021-02-01,758,5.320470711228011e-05,5.8804734540734154e-05,1.1052543606082836,1,6.643070376276386e-05,1,0.003546912464630886,UP,RISK_HIT_UP_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-02-01,2021-02-02,758,5.320470711228011e-05,5.6534402397956554e-05,1.0625827199583986,1,7.80816721444031e-05,1,-0.007333790850745918,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-02-02,2021-02-03,758,5.320470711228011e-05,6.667626995970687e-05,1.253202462312163,1,3.91037918627564e-05,0,-0.009935969115603066,DOWN,RISK_MISS_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-02-03,2021-02-04,758,5.320470711228011e-05,5.1503933768760466e-05,0.9680334046397355,0,9.55377143115904e-05,1,-0.014963433798827905,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-02-04,2021-02-05,758,5.320470711228011e-05,7.299968089084949e-05,1.372053054193029,1,3.307295015089783e-05,0,0.010622753842276103,UP,RISK_MISS_UP_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-02-05,2021-02-08,758,5.320470711228011e-05,4.730641905135657e-05,0.8891397325338877,0,2.580088365475583e-05,0,0.014639771729987584,UP,
EXTERNAL_RESEARCH_V2,2021,2021-02-08,2021-02-09,758,5.320470711228011e-05,4.0139458550119374e-05,0.7544343485513679,0,4.6439135143547e-05,0,0.0014631041033865378,UP,
EXTERNAL_RESEARCH_V2,2021,2021-02-09,2021-02-10,758,5.320470711228011e-05,4.442520810825276e-05,0.8349864235602387,0,5.528299397207003e-05,1,-0.004444500675908946,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-02-10,2021-02-11,758,5.320470711228011e-05,4.879698441482482e-05,0.9171553996500068,0,3.213174768488323e-05,0,-0.007238134856819594,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-02-11,2021-02-12,758,5.320470711228011e-05,3.579124876208478e-05,0.6727083129421805,0,3.041099554930668e-05,0,0.0009934224629329466,UP,
EXTERNAL_RESEARCH_V2,2021,2021-02-12,2021-02-15,758,5.320470711228011e-05,3.483590229151589e-05,0.6547522612614,0,1.447439563735324e-05,0,0.0001323635263411339,UP,
EXTERNAL_RESEARCH_V2,2021,2021-02-15,2021-02-16,758,5.320470711228011e-05,2.7152463999752395e-05,0.5103395070374398,0,0.0001011917094110516,1,-0.017452342849351717,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-02-16,2021-02-17,758,5.320470711228011e-05,5.736432184557294e-05,1.078181329417238,1,5.962854284103064e-05,1,-0.005729197121295498,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-02-17,2021-02-18,758,5.320470711228011e-05,4.699436129981319e-05,0.8832745042772068,0,6.341087655571514e-05,1,-0.00839063902521364,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-02-18,2021-02-19,758,5.320470711228011e-05,5.151181822696693e-05,0.9681815956294881,0,4.681555720020286e-05,0,0.009125156029223955,UP,
EXTERNAL_RESEARCH_V2,2021,2021-02-19,2021-02-22,758,5.320470711228011e-05,4.832569650318553e-05,0.9082973880713563,0,4.476419096743854e-05,0,0.015916797540945615,UP,
EXTERNAL_RESEARCH_V2,2021,2021-02-22,2021-02-23,758,5.320470711228011e-05,5.18764713882465e-05,0.9750353719412349,0,4.528671223870673e-05,0,-0.001914379213633629,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-02-23,2021-02-24,758,5.320470711228011e-05,4.72050994107955e-05,0.8872353965068657,0,7.557958060243279e-05,1,-0.006211153603810463,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-02-24,2021-02-25,758,5.320470711228011e-05,5.792761826607488e-05,1.088768671234818,1,9.478547401710524e-05,1,-0.01687880692316227,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-02-25,2021-02-26,758,5.320470711228011e-05,6.63223596817456e-05,1.2465506020319361,1,0.0001415243712371783,1,-0.019446921336277085,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-02-26,2021-03-01,758,5.320470711228011e-05,8.792049853422664e-05,1.652494737893855,1,0.0001129791032255971,1,-0.011866606753773252,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-03-01,2021-03-02,758,5.320470711228011e-05,8.804472367191985e-05,1.654829590286352,1,6.182864481301873e-05,1,0.012641991638603738,UP,RISK_HIT_UP_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-03-02,2021-03-03,758,5.320470711228011e-05,7.40285106487631e-05,1.391390248470641,1,9.816225018740745e-05,1,-0.011694087223717429,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-03-03,2021-03-04,758,5.320470711228011e-05,8.826348346153913e-05,1.6589412526089662,1,9.965462524031161e-05,1,-0.013453587558719607,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-03-04,2021-03-05,758,5.320470711228011e-05,8.925712423896588e-05,1.6776170584043035,1,6.426200036387418e-05,1,0.0045926157103601374,UP,RISK_HIT_UP_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-03-05,2021-03-08,758,5.320470711228011e-05,7.080144600554939e-05,1.3307365052519535,1,6.181547561931939e-05,1,-0.007258379785835971,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-03-08,2021-03-09,758,5.320470711228011e-05,6.517048733312473e-05,1.224900781722052,1,3.983915124470609e-05,0,0.014972710872476628,UP,RISK_MISS_UP_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-03-09,2021-03-10,758,5.320470711228011e-05,5.494421128874494e-05,1.0326945541264587,1,4.735823492507545e-05,0,0.011108687375789546,UP,RISK_MISS_UP_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-03-10,2021-03-11,758,5.320470711228011e-05,5.3104506345502357e-05,0.9981166935743807,0,4.728521795968792e-05,0,-0.007743382932404859,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-03-11,2021-03-12,758,5.320470711228011e-05,4.849145706354059e-05,0.9114129124178251,0,3.785349098078994e-05,0,0.005022475279353082,UP,
EXTERNAL_RESEARCH_V2,2021,2021-03-12,2021-03-15,758,5.320470711228011e-05,4.26824525983606e-05,0.8022307595507676,0,2.586793073455061e-05,0,0.0035002068973667075,UP,
EXTERNAL_RESEARCH_V2,2021,2021-03-15,2021-03-16,758,5.320470711228011e-05,3.480112751607183e-05,0.6540986578993766,0,3.239443352332119e-05,0,0.0013448168366713654,UP,
EXTERNAL_RESEARCH_V2,2021,2021-03-16,2021-03-17,758,5.320470711228011e-05,3.637315295370192e-05,0.6836453939487374,0,3.500941855502091e-05,0,0.007512999671748125,UP,
EXTERNAL_RESEARCH_V2,2021,2021-03-17,2021-03-18,758,5.320470711228011e-05,3.6108656892186154e-05,0.6786741033266954,0,6.869483996620719e-05,1,-0.009964770084101897,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-03-18,2021-03-19,758,5.320470711228011e-05,4.784684374747283e-05,0.8992971927558899,0,2.617830669722347e-05,0,0.00782591669987807,UP,
EXTERNAL_RESEARCH_V2,2021,2021-03-19,2021-03-22,758,5.320470711228011e-05,3.339002439053906e-05,0.62757650972638,0,2.506922109264819e-05,0,-0.005478991972917935,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-03-22,2021-03-23,758,5.320470711228011e-05,3.2802748142750545e-05,0.6165384591541034,0,3.513379767684698e-05,0,-0.002322671740593549,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-03-23,2021-03-24,758,5.320470711228011e-05,3.656497322841006e-05,0.6872507192125966,0,1.944267317317143e-05,0,0.0021112187060018774,UP,
EXTERNAL_RESEARCH_V2,2021,2021-03-24,2021-03-25,758,5.320470711228011e-05,2.9099425232224897e-05,0.5469332848842711,0,4.950208506757046e-05,0,-0.00602702359763188,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-03-25,2021-03-26,758,5.320470711228011e-05,3.737855228472839e-05,0.7025422056331759,0,1.474751167581609e-05,0,0.004590321899402784,UP,
EXTERNAL_RESEARCH_V2,2021,2021-03-26,2021-03-29,758,5.320470711228011e-05,2.4372256897694476e-05,0.45808459853487565,0,5.084376907183087e-05,0,-0.014793511025335056,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-03-29,2021-03-30,758,5.320470711228011e-05,3.8607623415656823e-05,0.7256430024918951,0,5.822873192867554e-05,1,-0.016489053564634332,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-03-30,2021-03-31,758,5.320470711228011e-05,4.278542675721004e-05,0.8041661927941484,0,2.600118427272854e-05,0,0.019651858974204628,UP,
EXTERNAL_RESEARCH_V2,2021,2021-03-31,2021-04-01,758,5.320470711228011e-05,3.341710193752152e-05,0.628085441143394,0,2.116806882058595e-05,0,0.00951558091137236,UP,
EXTERNAL_RESEARCH_V2,2021,2021-04-01,2021-04-05,758,5.320470711228011e-05,2.871942317359837e-05,0.5397910209897515,0,2.351164869345412e-05,0,0.00244110803020312,UP,
EXTERNAL_RESEARCH_V2,2021,2021-04-05,2021-04-06,758,5.320470711228011e-05,3.059247770229897e-05,0.5749956979884955,0,2.359731215971058e-05,0,0.0027527695200133488,UP,
EXTERNAL_RESEARCH_V2,2021,2021-04-06,2021-04-07,758,5.320470711228011e-05,2.7934372994175436e-05,0.5250357442100821,0,2.4180352994812e-05,0,0.00023181169861292278,UP,
EXTERNAL_RESEARCH_V2,2021,2021-04-07,2021-04-08,758,5.320470711228011e-05,2.5153919557418293e-05,0.472776205765684,0,1.965209402338789e-05,0,0.008333589185333038,UP,
EXTERNAL_RESEARCH_V2,2021,2021-04-08,2021-04-09,758,5.320470711228011e-05,2.2859879401378526e-05,0.42965896519524804,0,3.001086479269867e-05,0,-0.005465701637038903,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-04-09,2021-04-12,758,5.320470711228011e-05,2.712070875081463e-05,0.5097426566709722,0,2.453274377174943e-05,0,-0.0067969584988951575,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-04-12,2021-04-13,758,5.320470711228011e-05,2.5442291258491268e-05,0.4781962468997215,0,2.499537369361323e-05,0,0.006984189167194793,UP,
EXTERNAL_RESEARCH_V2,2021,2021-04-13,2021-04-14,758,5.320470711228011e-05,2.569515117316086e-05,0.48294883230792557,0,3.327336256207293e-05,0,-0.0031500222169549437,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-04-14,2021-04-15,758,5.320470711228011e-05,2.92107242300214e-05,0.5490251862185199,0,1.626243678069109e-05,0,0.01413702567912919,UP,
EXTERNAL_RESEARCH_V2,2021,2021-04-15,2021-04-16,758,5.320470711228011e-05,2.3037816038739027e-05,0.4330033429207939,0,2.487526215193729e-05,0,0.007419655395474918,UP,
EXTERNAL_RESEARCH_V2,2021,2021-04-16,2021-04-19,758,5.320470711228011e-05,2.5559084926622955e-05,0.4803914223732978,0,4.089184310367467e-05,0,-0.0017401418562356997,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-04-19,2021-04-20,758,5.320470711228011e-05,3.2046153338115166e-05,0.6023180105190098,0,4.122263842839079e-05,0,0.004960575547812691,UP,
EXTERNAL_RESEARCH_V2,2021,2021-04-20,2021-04-21,758,5.320470711228011e-05,3.3778572451620944e-05,0.634879398552775,0,2.266770805118766e-05,0,0.006349424783128306,UP,
EXTERNAL_RESEARCH_V2,2021,2021-04-21,2021-04-22,758,5.320470711228011e-05,2.6733614398667172e-05,0.5024670907829661,0,3.166863429796051e-05,0,-0.004123391163968179,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-04-22,2021-04-23,758,5.320470711228011e-05,3.155446158401262e-05,0.5930765019986282,0,3.469095943443784e-05,0,-0.004917447167495173,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-04-23,2021-04-26,758,5.320470711228011e-05,3.358905250786635e-05,0.6313173087670979,0,3.324237094485152e-05,0,0.0014457793877825213,UP,
EXTERNAL_RESEARCH_V2,2021,2021-04-26,2021-04-27,758,5.320470711228011e-05,3.241740955022581e-05,0.6092958933466921,0,2.961581146099091e-05,0,-0.004479340617996971,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-04-27,2021-04-28,758,5.320470711228011e-05,3.0069925257097908e-05,0.5651741526109728,0,2.588139860826074e-05,0,0.0071332513755091595,UP,
EXTERNAL_RESEARCH_V2,2021,2021-04-28,2021-04-29,758,5.320470711228011e-05,2.9224836705803346e-05,0.5492904348506037,0,5.121021895770419e-05,0,-0.010301434975294938,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-04-29,2021-04-30,758,5.320470711228011e-05,3.884987291597648e-05,0.7301961616664853,0,1.903296045857961e-05,0,0.0014756835279522726,UP,
EXTERNAL_RESEARCH_V2,2021,2021-04-30,2021-05-03,758,5.320470711228011e-05,2.666537147839622e-05,0.501184442611876,0,1.947495763810471e-05,0,0.011722414786627344,UP,
EXTERNAL_RESEARCH_V2,2021,2021-05-03,2021-05-04,758,5.320470711228011e-05,2.5382718029125627e-05,0.4770765484256763,0,0.0001231144680658561,1,-0.0039467249650030475,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-05-04,2021-05-05,758,5.320470711228011e-05,6.083716825142625e-05,1.1434546218446244,1,2.59082395832972e-05,0,0.003953150176863935,UP,RISK_MISS_UP_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-05-05,2021-05-06,758,5.320470711228011e-05,3.4344165319290547e-05,0.6455099028515019,0,2.219175053833644e-05,0,0.01703531227670629,UP,
EXTERNAL_RESEARCH_V2,2021,2021-05-06,2021-05-07,758,5.320470711228011e-05,3.007328191816517e-05,0.5652372421616807,0,5.60865004320304e-05,1,0.005851029323774639,UP,
EXTERNAL_RESEARCH_V2,2021,2021-05-07,2021-05-10,758,5.320470711228011e-05,4.5053867150282844e-05,0.8468022773850402,0,3.151493585100256e-05,0,0.0019557494201383635,UP,
EXTERNAL_RESEARCH_V2,2021,2021-05-10,2021-05-11,758,5.320470711228011e-05,3.88609564208075e-05,0.7304044797915644,0,4.260276052403964e-05,0,-0.004219041068791786,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-05-11,2021-05-12,758,5.320470711228011e-05,3.669638099315809e-05,0.6897205714471126,0,6.832005529997105e-05,1,-0.005334584004225283,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-05-12,2021-05-13,758,5.320470711228011e-05,4.840120801219313e-05,0.9097166517625977,0,2.819571046463789e-05,0,0.0028310765687912663,UP,
EXTERNAL_RESEARCH_V2,2021,2021-05-13,2021-05-14,758,5.320470711228011e-05,3.678559399523155e-05,0.6913973592148789,0,1.408705978592503e-05,0,0.011276569003623298,UP,
EXTERNAL_RESEARCH_V2,2021,2021-05-14,2021-05-17,758,5.320470711228011e-05,2.672556771923123e-05,0.5023158507917571,0,1.694308777819105e-05,0,0.013475506668724697,UP,
EXTERNAL_RESEARCH_V2,2021,2021-05-17,2021-05-18,758,5.320470711228011e-05,2.6335657861216634e-05,0.4949873665433286,0,3.001757873240796e-05,0,0.0003042521875373472,UP,
EXTERNAL_RESEARCH_V2,2021,2021-05-18,2021-05-19,758,5.320470711228011e-05,2.9861758053871127e-05,0.5612615814396388,0,8.459169756473315e-05,1,0.0037768377845433013,UP,
EXTERNAL_RESEARCH_V2,2021,2021-05-19,2021-05-20,758,5.320470711228011e-05,4.58282953511934e-05,0.8613579105788524,0,2.665954956098378e-05,0,-0.0007153901027466069,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-05-20,2021-05-21,758,5.320470711228011e-05,2.9680233156331295e-05,0.5578497611817665,0,3.262817319411409e-05,0,0.003578488181481374,UP,
EXTERNAL_RESEARCH_V2,2021,2021-05-21,2021-05-24,758,5.320470711228011e-05,3.3998307337425084e-05,0.6390093881294571,0,2.351404314553263e-05,0,-0.001025642070124593,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-05-24,2021-05-25,758,5.320470711228011e-05,3.165240885214782e-05,0.5949174531747806,0,1.708368904329969e-05,0,0.013770656306851403,UP,
EXTERNAL_RESEARCH_V2,2021,2021-05-25,2021-05-26,758,5.320470711228011e-05,2.7570816661627594e-05,0.5182025831557301,0,4.598322489532719e-05,0,-0.004587019226311631,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-05-26,2021-05-27,758,5.320470711228011e-05,3.4318827114480956e-05,0.6450336629437036,0,3.256225893423342e-05,0,-0.0015193487690545943,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-05-27,2021-05-28,758,5.320470711228011e-05,3.100238326229529e-05,0.582700008043831,0,1.901324026351061e-05,0,0.005145468141177276,UP,
EXTERNAL_RESEARCH_V2,2021,2021-05-28,2021-05-31,758,5.320470711228011e-05,2.4911395490581652e-05,0.4682178860229434,0,8.989887635911304e-06,0,0.004192036406060562,UP,
EXTERNAL_RESEARCH_V2,2021,2021-05-31,2021-06-01,758,5.320470711228011e-05,1.8910835201017437e-05,0.35543537832299527,0,3.114531152786108e-05,0,-0.007094250113612243,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-06-01,2021-06-02,758,5.320470711228011e-05,2.8474949660556582e-05,0.5351960607632839,0,1.893542688792514e-05,0,0.0036964662493957166,UP,
EXTERNAL_RESEARCH_V2,2021,2021-06-02,2021-06-03,758,5.320470711228011e-05,2.1967080973340644e-05,0.41287852458209384,0,5.763920212331663e-05,1,-0.01849082773578526,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-06-03,2021-06-04,758,5.320470711228011e-05,3.505358933621196e-05,0.6588437609897355,0,2.087321454026922e-05,0,0.011332959276429595,UP,
EXTERNAL_RESEARCH_V2,2021,2021-06-04,2021-06-07,758,5.320470711228011e-05,2.464253254972997e-05,0.46316451846498863,0,1.508366349450681e-05,0,0.0024158268130552506,UP,
EXTERNAL_RESEARCH_V2,2021,2021-06-07,2021-06-08,758,5.320470711228011e-05,2.3353805109367424e-05,0.4389424616149642,0,3.712069948379403e-05,0,-0.000801196376455181,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-06-08,2021-06-09,758,5.320470711228011e-05,3.131297395810674e-05,0.5885376625046664,0,1.888736612470261e-05,0,-0.0037952004185840315,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-06-09,2021-06-10,758,5.320470711228011e-05,2.527785536951667e-05,0.4751056201882995,0,2.638561406193267e-05,0,0.006206871126271227,UP,
EXTERNAL_RESEARCH_V2,2021,2021-06-10,2021-06-11,758,5.320470711228011e-05,2.5251042027072173e-05,0.4746016545826265,0,2.713748073765812e-05,0,-0.011391546547240483,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-06-11,2021-06-14,758,5.320470711228011e-05,2.608418732762427e-05,0.4902608950102427,0,3.251401550539521e-05,0,-0.007457455095525894,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-06-14,2021-06-15,758,5.320470711228011e-05,2.976819267287951e-05,0.5595029892760889,0,2.773576452671731e-05,0,-0.0030424876460656077,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-06-15,2021-06-16,758,5.320470711228011e-05,2.7388536637803557e-05,0.5147765700505481,0,0.0001617978251633225,1,-0.01934485396605932,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-06-16,2021-06-17,758,5.320470711228011e-05,7.278770657316606e-05,1.3680689270511184,1,0.0001099032278877955,1,-0.020218816622169913,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-06-17,2021-06-18,758,5.320470711228011e-05,7.015900243545869e-05,1.3186615666805424,1,8.262241029632892e-05,1,-0.012349800613010277,DOWN,RISK_HIT_DOWN_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-06-18,2021-06-21,758,5.320470711228011e-05,6.935457221509864e-05,1.303542035646147,1,3.405203224465948e-05,0,0.014081310745848133,UP,RISK_MISS_UP_CLOSE
EXTERNAL_RESEARCH_V2,2021,2021-06-21,2021-06-22,758,5.320470711228011e-05,5.317425233629974e-05,0.999427592451245,0,2.626066648569383e-05,0,-0.004094440984871044,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-06-22,2021-06-23,758,5.320470711228011e-05,4.964881408309236e-05,0.9331658189249384,0,3.184671723833066e-05,0,-0.0032015138252894587,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-06-23,2021-06-24,758,5.320470711228011e-05,4.2014938345087715e-05,0.789684609228688,0,2.462892850349913e-05,0,0.0010439368902025934,UP,
EXTERNAL_RESEARCH_V2,2021,2021-06-24,2021-06-25,758,5.320470711228011e-05,3.2394048974966174e-05,0.6088568236378722,0,1.951438820781178e-05,0,0.0020649642035763904,UP,
EXTERNAL_RESEARCH_V2,2021,2021-06-25,2021-06-28,758,5.320470711228011e-05,2.5249966140924152e-05,0.4745814329479927,0,2.289646536747849e-05,0,-0.0035284710829401136,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-06-28,2021-06-29,758,5.320470711228011e-05,2.5325251958247224e-05,0.4759964546896629,0,6.810038494011105e-05,1,-0.007942150063791066,DOWN,
EXTERNAL_RESEARCH_V2,2021,2021-06-29,2021-06-30,758,5.320470711228011e-05,4.207842982608999e-05,0.7908779525332247,0,2.698648114797011e-05,0,0.008403104331746052,UP,
EXTERNAL_RESEARCH_V2,2021,2021-06-30,2021-07-01,758,5.320470711228011e-05,2.978992467667047e-05,0.5599114494475752,0,3.469900450334173e-05,0,0.0016267056672478032,UP,
EXTERNAL_RESEARCH_V2,2021,2021-07-01,2021-07-02,758,5.320470711228011e-05,3.3406020471979714e-05,0.6278771613474274,0,3.200110398485752e-05,0,0.004805841297892199,UP,
EXTERNAL_RESEARCH_V2,2021,2021-07-02,2021-07-05,758,5.320470711228011e-05,3.406048320577895e-05,0.6401780040608004,0,8.554474664061396e-06,0,0.005548108172578747,UP,
